Object Name,Object Classification,Epoch (TDB),Orbit Axis (AU),Orbit Eccentricity,Orbit Inclination (deg),Perihelion Argument (deg),Node Longitude (deg),Mean Anomoly (deg),Perihelion Distance (AU),Aphelion Distance (AU),Orbital Period (yr),Minimum Orbit Intersection Distance (AU),Orbital Reference,Asteroid Magnitude
(2014 OA339),Apollo Asteroid,57800,1.3077,0.3689,1.8705,315.1691,78.7624,206.3009,0.8253,1.79,1.5,0.0116,5,24.4
(2014 OL339),Aten Asteroid,57800,0.9993,0.4608,10.187,289.6851,252.1815,284.9954,0.5388,1.46,1,0.0179,16,22.9
(2014 OM339),Apollo Asteroid (Hazard),57800,2.5797,0.6436,3.4487,18.1712,28.6122,202.6946,0.9195,4.24,4.14,0.0192,17,21.3
(2014 ON339),Amor Asteroid,57800,2.3768,0.4741,7.4493,195.6626,127.2959,246.9711,1.2499,3.5,3.66,0.2401,5,22.6
(2014 ON344),Apollo Asteroid,57800,1.0034,0.3417,25.6935,335.9342,127.097,64.0182,0.6606,1.35,1.01,0.2292,10,22.5
(2014 OP344),Apollo Asteroid,57800,1.6299,0.7059,10.5756,151.2763,297.4306,21.8583,0.4793,2.78,2.08,0.1323,11,20.7
(2014 OU344),Apollo Asteroid,57800,1.9034,0.6778,2,150.9899,56.0728,15.1119,0.6132,3.19,2.63,0.0307,4,22.8
(2014 OV391),Amor Asteroid,57800,1.5648,0.1695,13.3742,356.5526,319.4618,105.1531,1.2996,1.83,1.96,0.2869,4,22.4
(2014 OY391),Apollo Asteroid,56864,2.168,0.6066,0.5886,249.922,346.9829,15.4778,0.853,3.48,3.19,0.0031,2,25.97
(2014 OF392),Apollo Asteroid,56867,1.5129,0.5097,4.5247,278.5913,117.7337,325.9259,0.7418,2.28,1.86,0.0093,3,25.5
(2014 OJ392),Apollo Asteroid (Hazard),57800,1.168,0.2922,35.3532,242.1261,316.9376,93.4089,0.8268,1.51,1.26,0.0428,5,21.6
(2014 OO392),Amor Asteroid,56869,2.3076,0.5277,7.9315,219.6267,127.4131,349.2966,1.0898,3.53,3.51,0.1103,2,24.5
(2014 OQ392),Amor Asteroid,56870,2.4249,0.4696,6.5649,246.7538,81.9017,354.9912,1.2862,3.56,3.78,0.2984,2,22.61
(2014 OR392),Amor Asteroid,56870,2.2334,0.5421,6.0809,194.5237,128.6052,356.6764,1.0227,3.44,3.34,0.0162,2,25.8
(2014 PG51),Apollo Asteroid (Hazard),57800,1.2056,0.4527,3.7925,294.0359,275.8408,27.3485,0.6598,1.75,1.32,0.0229,18,20.6
(2014 PH51),Apollo Asteroid,57800,1.0327,0.2766,34.568,25.9485,134.4025,289.7362,0.7471,1.32,1.05,0.2184,5,22.3
(2014 PJ51),Amor Asteroid,57800,1.8386,0.4408,4.9628,279.9735,356.2279,21.113,1.0281,2.65,2.49,0.0836,5,23.8
(2014 PL51),Amor Asteroid,57800,1.9508,0.4435,10.5505,356.8724,344.6197,324.7357,1.0855,2.82,2.72,0.0786,52,20.4
(2014 PB58),Apollo Asteroid,57800,1.2864,0.3278,46.4131,333.101,130.542,134.394,0.8647,1.71,1.46,0.0956,10,20.9
(2014 PC58),Apollo Asteroid,57800,2.0584,0.5223,14.5787,258.2706,136.2172,284.7448,0.9833,3.13,2.95,0.169,10,21.5
(2014 PD58),Apollo Asteroid,57800,3.1571,0.7746,48.7855,145.6705,279.4771,145.5586,0.7115,5.6,5.61,0.2015,20,17.8
(2014 PQ58),Amor Asteroid,57800,1.1938,0.1031,13.206,172.4677,139.0336,342.2008,1.0707,1.32,1.3,0.0588,4,24.1
(2014 PY58),Amor Asteroid,57800,2.4303,0.4968,19.0567,333.054,333.6742,245.3117,1.223,3.64,3.79,0.2375,6,22.1
(2014 PZ58),Amor Asteroid,57800,1.3439,0.1794,6.8317,42.4009,322.8031,191.5042,1.1029,1.58,1.56,0.1167,17,23.5
(2014 PA59),Apollo Asteroid,57800,1.0479,0.1416,27.9959,204.1197,319.4773,275.8126,0.8994,1.2,1.07,0.0765,19,20.8
(2014 PH59),Amor Asteroid,57800,2.6354,0.5098,13.1659,299.569,354.8137,222.5454,1.2918,3.98,4.28,0.3476,2,20.6
(2014 PS59),Apollo Asteroid (Hazard),57800,1.9636,0.5467,14.1484,222.733,162.5854,312.079,0.8901,3.04,2.75,0.0172,16,20.5
(2014 PT59),Amor Asteroid,57800,2.3373,0.4949,9.0565,174.2291,143.6329,253.6155,1.1806,3.49,3.57,0.1687,24,20.1
(2014 PW59),Apollo Asteroid (Hazard),57800,2.4222,0.693,2.2672,289.4726,301.0897,255.646,0.7436,4.1,3.77,0.0006,10,20.9
(2014 PR62),Amor Asteroid,57800,2.1536,0.4681,8.3292,358.0747,321.1822,286.1066,1.1456,3.16,3.16,0.1332,42,20.6
(2014 PC68),Amor Asteroid,57800,1.5191,0.2848,40.6796,152.8412,161.6224,136.5087,1.0865,1.95,1.87,0.1046,6,20.4
(2014 PF68),Amor Asteroid,57800,2.8558,0.5877,22.6859,14.0225,342.2506,163.808,1.1775,4.53,4.83,0.1802,14,18.2
(2014 PP69),Amor Asteroid,57800,21.3954,0.9416,93.6276,311.5379,338.7356,9.4474,1.249,41.54,98.97,0.4375,27,20
(2014 QC3),Apollo Asteroid (Hazard),57800,1.2608,0.373,37.6201,64.6092,146.3747,330.4771,0.7905,1.73,1.42,0.0468,14,20.6
(2014 QD3),Apollo Asteroid,57800,1.5488,0.4096,4.2969,81.4532,308.0556,78.7816,0.9145,2.18,1.93,0.0414,4,25
(2014 QE3),Amor Asteroid,57800,2.0294,0.4626,2.9669,19.2344,276.9863,320.9397,1.0906,2.97,2.89,0.0768,6,23.5
(2014 QH32),Amor Asteroid,57800,1.4929,0.2807,13.6849,151.6419,149.9571,147.0933,1.0738,1.91,1.82,0.0841,4,24.4
(2014 QL32),Amor Asteroid,57800,2.5702,0.58,13.4081,357.2319,324.6087,219.1282,1.0794,4.06,4.12,0.068,13,22.8
(2014 QA33),Apollo Asteroid,57800,2.7092,0.7575,4.2737,147.587,87.9754,213.3812,0.6569,4.76,4.46,0.055,14,19
(2014 QB33),Amor Asteroid,57800,2.1287,0.4932,1.8891,177.066,166.9954,283.547,1.0787,3.18,3.11,0.0716,7,25.6
(2014 QD33),Apollo Asteroid,56892,1.4789,0.4498,3.1268,259.5665,145.4087,330.1291,0.8137,2.14,1.8,0.0109,3,24.9
(2014 QF33),Apollo Asteroid,57800,1.1675,0.7017,3.7846,232.7494,324.6952,38.3276,0.3483,1.99,1.26,0.0013,12,23.7
(2014 QH33),Apollo Asteroid,57800,1.0853,0.1849,2.8322,264.4304,335.9993,140.0596,0.8847,1.29,1.13,0.0099,15,24.4
(2014 QJ33),Apollo Asteroid,57800,1.1289,0.3208,2.4902,98.2063,344.8501,310.4527,0.7668,1.49,1.2,0.0035,10,23.7
(2014 QO33),Amor Asteroid,57800,2.1815,0.4739,6.3945,7.9848,343.3008,270.2423,1.1476,3.22,3.22,0.1427,39,21.6
(2014 QP33),Amor Asteroid,56892,1.4898,0.3067,12.782,231.5104,149.5483,333.0082,1.0329,1.95,1.82,0.0955,2,24.3
(2014 QQ33),Amor Asteroid,57800,2.3812,0.5649,7.9201,313.0888,348.3903,251.9559,1.036,3.73,3.67,0.0797,14,22.1
(2014 QW33),Amor Asteroid,57800,2.6262,0.5768,5.9785,65.3122,300.053,201.53,1.1115,4.14,4.26,0.1456,8,23.4
(2014 QX33),Amor Asteroid,57800,1.7002,0.3163,20.7837,189.0023,141.1763,41.3702,1.1625,2.24,2.22,0.1534,14,20.1
(2014 QY33),Apollo Asteroid,57800,1.9385,0.5869,0.8346,235.6063,166.1739,312.895,0.8008,3.08,2.7,0.002,11,26.2
(2014 QS168),Amor Asteroid,57800,1.7908,0.4269,6.3095,339.177,322.4224,24.5537,1.0263,2.56,2.4,0.026,8,23.2
(2014 QT168),Amor Asteroid,57800,1.9339,0.3899,4.9327,195.7242,162.0457,321.2966,1.1798,2.69,2.69,0.1774,13,23
(2014 QU169),Amor Asteroid,57800,2.1295,0.4059,4.5847,152.547,169.6587,290.8844,1.2651,2.99,3.11,0.2566,11,22.2
(2014 QV169),Amor Asteroid,57800,2.7441,0.5601,6.998,193.7217,166.1697,190.0093,1.2071,4.28,4.55,0.2058,7,23.6
(2014 QZ265),Aten Asteroid,57800,0.9614,0.2533,26.2909,122.1069,332.7002,132.0263,0.7179,1.2,0.94,0.0264,4,25.3
(2014 QK266),Amor Asteroid,57800,2.7681,0.5793,12.7683,39.7009,340.1007,175.4558,1.1644,4.37,4.61,0.204,16,19.3
(2014 QL266),Amor Asteroid,57800,1.8862,0.4313,9.5501,133.356,144.2242,9.6929,1.0726,2.7,2.59,0.1094,5,21.9
(2014 QM266),Apollo Asteroid,56894,2.2896,0.8132,10.3371,112.3579,334.1927,345.1755,0.4276,4.15,3.46,0.0181,3,24.3
(2014 QN266),Apollo Asteroid,57800,1.0527,0.0923,0.4882,61.5949,171.1061,196.1924,0.9555,1.15,1.08,0.0006,20,26.3
(2014 QO266),Amor Asteroid,57800,2.5398,0.489,8.4409,340.088,337.621,223.3205,1.2979,3.78,4.05,0.2904,7,22.3
(2014 QP266),Amor Asteroid,56895,1.6584,0.3421,31.8336,39.8206,155.1151,105.35,1.0911,2.23,2.14,0.1588,5,19.8
(2014 QQ266),Apollo Asteroid,57800,1.4101,0.5976,45.3324,116.5996,352.4463,123.0828,0.5674,2.25,1.67,0.1565,9,20.6
(2014 QX266),Amor Asteroid,57800,1.4106,0.223,2.8234,262.7437,355.966,219.6753,1.0961,1.73,1.68,0.0962,5,22.1
(2014 QO295),Apollo Asteroid,56895,1.5,0.4196,3.96,247.4808,149.0943,332.8757,0.8707,2.13,1.84,0.0116,2,26.8
(2014 QR295),Apollo Asteroid,57800,2.4984,0.7202,8.7879,10.0791,64.6627,188.2994,0.699,4.3,3.95,0.1349,28,18.4
(2014 QS295),Apollo Asteroid,57800,1.1279,0.5241,6.0558,353.9337,110.2836,297.5606,0.5368,1.72,1.2,0.0947,13,22
(2014 QT295),Apollo Asteroid,56895,1.7977,0.5285,0.8345,179.9693,221.4786,338.4441,0.8476,2.75,2.41,0.0114,6,25.9
(2014 QV295),Amor Asteroid,57800,2.2606,0.5242,1.8732,342.7779,5.4364,257.4337,1.0756,3.45,3.4,0.0704,13,24.9
(2014 QZ295),Aten Asteroid,57800,0.953,0.3361,1.3253,325.7352,144.0544,134.5796,0.6327,1.27,0.93,0.0108,8,24.8
(2014 QK296),Amor Asteroid,57800,1.837,0.3439,17.4874,228.6839,351.9029,81.5017,1.2051,2.47,2.49,0.27,20,18.5
(2014 QN296),Amor Asteroid,56893,2.2276,0.5329,0.74,163.8584,146.1743,5.878,1.0406,3.41,3.32,0.026,2,26
(2014 QO296),Apollo Asteroid (Hazard),57800,1.8352,0.469,10.9339,30.5908,193.5556,29.538,0.9746,2.7,2.49,0.0145,12,20.2
(2014 QP296),Amor Asteroid,57800,1.6559,0.2643,31.9744,43.7068,331.5896,34.1775,1.2183,2.09,2.13,0.2724,6,22.4
(2014 QQ296),Amor Asteroid,57800,2.3625,0.5103,5.1603,82.5861,321.4976,222.9761,1.1569,3.57,3.63,0.1915,18,21.4
(2014 QR296),Apollo Asteroid,57800,1.2601,0.2118,10.0341,137.769,155.1253,297.7069,0.9932,1.53,1.41,0.025,5,25.2
(2014 QS296),Apollo Asteroid,57800,1.3506,0.4428,7.7104,222.053,16.7414,261.9178,0.7526,1.95,1.57,0.0737,17,20.8
(2014 QT296),Apollo Asteroid,57800,1.4424,0.4373,24.5678,97.076,151.7339,203.7716,0.8116,2.07,1.73,0.0675,5,21.2
(2014 QU296),Amor Asteroid,56896,2.7243,0.5659,7.6218,336.4066,335.7196,4.7322,1.1827,4.27,4.5,0.1766,3,24.4
(2014 QV296),Apollo Asteroid,57800,1.1794,0.3412,5.8598,255.0247,341.9053,36.0836,0.7769,1.58,1.28,0.0102,9,23.8
(2014 QW296),Amor Asteroid,57800,2.0003,0.3536,9.7724,303.9061,88.6749,284.4379,1.293,2.71,2.83,0.3372,23,18.6
(2014 QJ362),Apollo Asteroid,56892,1.1004,0.1945,13.2463,155.2858,301.3842,247.2185,0.8864,1.31,1.15,0.0822,2,22.8
(2014 QK362),Apollo Asteroid,57800,1.0595,0.4851,11.2365,218.9181,298.1254,252.3037,0.5455,1.57,1.09,0.0849,8,21.6
(2014 QL362),Apollo Asteroid,57800,1.2276,0.4449,10.9888,250.6523,306.9915,18.1684,0.6815,1.77,1.36,0.0482,4,22.7
(2014 QM362),Amor Asteroid,57800,2.1052,0.4691,7.9242,187.5583,136.7467,293.3873,1.1177,3.09,3.05,0.1067,2,23.1
(2014 QN362),Apollo Asteroid,57800,1.1927,0.3167,2.8192,101.1711,139.8978,19.1973,0.815,1.57,1.3,0.0002,2,26.5
(2014 QO362),Apollo Asteroid,56895,1.0499,0.4046,40.3882,28.3318,152.2346,119.4733,0.6251,1.47,1.08,0.298,2,22.3
(2014 QP362),Amor Asteroid,57800,1.593,0.2752,7.0791,22.1931,336.0689,68.6586,1.1546,2.03,2.01,0.1551,2,24.4
(2014 QQ362),Apollo Asteroid,56897,2.131,0.6535,7.2697,272.2803,143.5116,341.8985,0.7383,3.52,3.11,0.0398,2,24
(2014 QR362),Amor Asteroid,57800,2.4245,0.5015,7.0301,77.5929,333.9095,205.7719,1.2087,3.64,3.78,0.2549,7,19.8
(2014 QS362),Apollo Asteroid,56897,1.9507,0.5377,6.4993,135.3767,141.3997,16.4194,0.9019,3,2.72,0.0037,3,24.5
(2014 QT362),Amor Asteroid,57800,1.7778,0.3981,22.952,64.4432,344.0977,346.3098,1.0701,2.49,2.37,0.2155,13,20.8
(2014 QU362),Amor Asteroid,57800,1.1876,0.0443,12.0844,12.8259,345.344,306.1738,1.1351,1.24,1.29,0.1297,8,24.3
(2014 QV362),Amor Asteroid,57800,2.1423,0.4238,5.6456,298.9739,19.9888,289.8434,1.2344,3.05,3.14,0.2417,2,23.4
(2014 QW362),Amor Asteroid,57800,1.4104,0.219,14.8827,127.2321,141.5669,218.9426,1.1015,1.72,1.67,0.1485,2,22.5
(2014 QN363),Apollo Asteroid,56894,1.4496,0.7801,16.0823,331.077,132.117,311.0069,0.3187,2.58,1.75,0.1254,2,21
(2014 QP363),Apollo Asteroid,57800,1.1896,0.4613,7.9661,357.4635,130.5628,196.4107,0.6409,1.74,1.3,0.136,6,20.8
(2014 QQ363),Amor Asteroid,56899,2.3062,0.4917,6.9299,329.8289,343.2786,7.4846,1.1721,3.44,3.5,0.1694,4,23.7
(2014 QR363),Amor Asteroid,57800,1.1573,0.0437,14.7132,3.8118,332.3913,351.9634,1.1068,1.21,1.25,0.0971,4,24.8
(2014 QV363),Apollo Asteroid,57800,1.4939,0.4105,7.9378,299.5629,332.1662,154.9135,0.8807,2.11,1.83,0.0096,2,25.9
(2014 QW363),Amor Asteroid,57800,3.0098,0.6059,14.3105,90.9489,307.2952,157.3622,1.1862,4.83,5.22,0.3328,10,20.4
(2014 QY363),Amor Asteroid,57800,3.1104,0.6166,18.3726,5.4527,347.4896,158.887,1.1925,5.03,5.49,0.1882,14,21.6
(2014 QD364),Aten Asteroid,57800,0.9866,0.0416,4.008,26.51,156.6195,334.6164,0.9456,1.03,0.98,0.0128,7,27.2
(2014 QD365),Amor Asteroid,57800,1.7328,0.353,7.5078,209.9453,136.8674,22.6342,1.1212,2.34,2.28,0.126,2,24.1
(2014 QE365),Aten Asteroid,57800,0.8644,0.5402,16.0953,352.9387,151.8409,270.9231,0.3974,1.33,0.8,0.1603,6,21
(2014 QG365),Amor Asteroid,57800,2.5535,0.5431,3.2729,52.8769,326.7318,207.3149,1.1666,3.94,4.08,0.1759,8,22.7
(2014 QH365),Amor Asteroid,56899,1.923,0.3398,43.9242,112.6201,139.8336,22.0505,1.2696,2.58,2.67,0.4462,4,19.1
(2014 QJ365),Apollo Asteroid,56900,1.6199,0.4783,1.3436,115.9497,155.3982,23.7892,0.8451,2.39,2.06,0.0015,2,27.5
(2014 QK365),Amor Asteroid,56901,1.4719,0.2526,24.429,43.3073,333.5894,337.7492,1.1001,1.84,1.79,0.1458,4,23.2
(2014 QL365),Apollo Asteroid,57800,1.5435,0.3639,8.4523,33.8908,335.8373,87.9993,0.9819,2.11,1.92,0.0144,5,27
(2014 QH390),Amor Asteroid,57800,2.4024,0.4611,6.3371,29.4193,331.4155,230.72,1.2947,3.51,3.72,0.2971,6,22.7
(2014 QK390),Amor Asteroid,56897,2.24,0.4399,6.123,149.9246,156.7612,8.9098,1.2546,3.23,3.35,0.2463,2,22.9
(2014 QL390),Amor Asteroid,57800,2.0849,0.4023,3.59,34.4581,288.3723,301.2173,1.2462,2.92,3.01,0.2372,4,22.2
(2014 QM390),Amor Asteroid,56906,2.2864,0.5479,6.0067,104.2168,184.9631,14.792,1.0338,3.54,3.46,0.0987,6,22.5
(2014 QN390),Amor Asteroid,56902,1.7926,0.3237,16.1462,195.6091,165.1821,350.3492,1.2123,2.37,2.4,0.2128,5,23.6
(2014 QO390),Apollo Asteroid (Hazard),56902,1.9185,0.8811,25.8299,233.0551,324.7791,16.5022,0.2281,3.61,2.66,0.0285,3,21.1
(2014 QX390),Amor Asteroid,57800,1.7824,0.3032,28.3084,91.0254,351.3454,307.4819,1.2421,2.32,2.38,0.499,7,19.8
(2014 QC391),Apollo Asteroid,56902,1.5807,0.4024,2.0875,36.6754,345.3194,342.3662,0.9447,2.22,1.99,0.0012,4,27.4
(2014 QD391),Apollo Asteroid,57800,1.5533,0.4468,39.7095,90.5947,162.4182,138.2665,0.8593,2.25,1.94,0.1833,12,21.5
(2014 QE391),Amor Asteroid,57800,2.1196,0.4454,5.2785,160.6176,167.1539,289.2297,1.1756,3.06,3.09,0.1681,4,22.9
(2014 QW432),Amor Asteroid,57800,1.2464,0.0429,26.3206,214.7315,345.5506,48.0074,1.1929,1.3,1.39,0.2088,6,21.3
(2014 QX432),Apollo Asteroid (Hazard),57800,1.3662,0.5869,6.4385,68.6098,111.8209,303.3705,0.5644,2.17,1.6,0.019,8,19.7
(2014 QY432),Amor Asteroid,57800,2.279,0.5138,4.5294,160.1806,93.85,289.4411,1.1081,3.45,3.44,0.097,5,20.9
(2014 QZ432),Amor Asteroid,57800,2.3367,0.4506,1.9373,87.4432,201.3961,272.1941,1.2838,3.39,3.57,0.2706,11,19.5
(2014 QA433),Aten Asteroid,57800,0.9671,0.2976,38.4587,322.0841,155.6022,95.546,0.6793,1.25,0.95,0.1322,5,21.8
(2014 QB433),Apollo Asteroid,57800,1.2267,0.1953,15.3696,292.8907,160.5774,201.4539,0.9872,1.47,1.36,0.0913,8,22.4
(2014 QC433),Amor Asteroid,57800,2.3681,0.5288,14.5266,115.7946,165.7714,273.1858,1.1159,3.62,3.64,0.2195,7,19.1
(2014 QD433),Amor Asteroid,57800,2.638,0.5189,5.2913,252.4201,119.0516,205.0444,1.2693,4.01,4.28,0.2868,24,18.5
(2014 QE433),Amor Asteroid,56903,2.4692,0.4935,2.2279,86.8115,240.6603,4.0468,1.2506,3.69,3.88,0.2425,2,23
(2014 QJ433),Apollo Asteroid,57800,1.4431,0.5321,27.482,164.1059,17.5073,294.1326,0.6753,2.21,1.73,0.3111,11,18.7
(2014 QK433),Amor Asteroid,57800,2.9875,0.5999,39.2031,2.1499,308.6885,186.9457,1.1953,4.78,5.16,0.1814,11,18.2
(2014 QL433),Apollo Asteroid (Hazard),57800,2.0921,0.7179,4.4279,260.3853,322.8831,326.7568,0.5902,3.59,3.03,0.0097,12,20
(2014 QM433),Amor Asteroid,57800,2.2599,0.4498,5.5259,181.1344,185.6614,251.612,1.2434,3.28,3.4,0.2425,5,23
(2014 QN433),Apollo Asteroid,57800,1.1457,0.4433,4.1861,81.2096,32.0607,268.8743,0.6379,1.65,1.23,0.0028,5,22.4
(2014 QO433),Amor Asteroid,56900,2.3013,0.4672,12.2337,213.5723,145.6798,352.6953,1.2262,3.38,3.49,0.2435,2,23.7
(2014 QE434),Amor Asteroid,56902,2.1375,0.5174,11.0422,175.665,145.4058,5.8928,1.0316,3.24,3.13,0.02,2,24.1
(2014 QF434),Apollo Asteroid,57800,1.0831,0.5157,16.0222,30.6728,164.5507,166.6484,0.5245,1.64,1.13,0.1522,5,21.9
(2014 QJ434),Amor Asteroid,57800,2.7651,0.6011,11.9318,193.7257,95.2694,206.7589,1.103,4.43,4.6,0.0935,3,20.6
(2014 QK434),Apollo Asteroid (Hazard),57800,1.9405,0.5036,5.9727,165.9208,252.3169,293.7,0.9632,2.92,2.7,0.0087,53,19.1
(2014 QN434),Amor Asteroid,56901,1.1778,0.0763,14.6372,208.4699,155.6205,337.6734,1.0879,1.27,1.28,0.087,4,25
(2014 QO434),Apollo Asteroid,57800,1.2242,0.4403,13.1098,161.4365,311.3899,187.7423,0.6852,1.76,1.35,0.2087,2,20.1
(2014 QP434),Apollo Asteroid,56899,2.4233,0.5897,6.5055,341.1331,335.0436,4.43,0.9942,3.85,3.77,0.0028,2,27.8
(2014 QQ434),Apollo Asteroid,56903,2.3965,0.6823,13.5265,176.1318,226.624,343.8308,0.7613,4.03,3.71,0.1834,2,20
(2014 QJ439),Amor Asteroid,57800,2.7932,0.5483,2.9812,282.2008,83.2411,182.4893,1.2617,4.32,4.67,0.2668,8,21.8
(2014 QK439),Amor Asteroid,57800,2.2168,0.4927,10.589,336.8937,355.7756,270.2102,1.1247,3.31,3.3,0.1309,6,23.8
(2014 QP439),Amor Asteroid,56898,2.173,0.4076,23.2954,263.9254,142.4091,328.4611,1.2872,3.06,3.2,0.4993,2,20.48
(2014 QS439),Amor Asteroid,57800,1.6324,0.3652,11.4491,134.7765,87.5286,157.4678,1.0363,2.23,2.09,0.0812,9,19.2
(2014 RA),Apollo Asteroid,57800,1.4614,0.4563,3.1296,108.9195,157.9979,169.6906,0.7945,2.13,1.77,0.0001,6,28.9
(2014 RC),Apollo Asteroid,57800,1.3122,0.3747,4.5733,71.1826,344.9977,190.1893,0.8204,1.8,1.5,0.0001,22,26.8
(2014 RJ),Amor Asteroid,57800,1.4067,0.2698,19.5274,176.3179,161.6652,171.3372,1.0272,1.79,1.67,0.0201,3,25.4
(2014 RC11),Amor Asteroid,57800,1.5597,0.2448,19.5378,243.0949,172.1873,41.6106,1.1779,1.94,1.95,0.2757,29,20.6
(2014 RD11),Apollo Asteroid,56911,2.5666,0.7816,2.8408,230.199,7.6393,16.2345,0.5605,4.57,4.11,0.0307,6,22.8
(2014 RE11),Aten Asteroid,57800,0.7263,0.7118,29.6076,19.285,163.4324,91.3389,0.2093,1.24,0.62,0.044,7,22.7
(2014 RF11),Amor Asteroid,57800,1.2555,0.1318,7.0821,213.1306,159.7831,244.8907,1.09,1.42,1.41,0.0976,12,23.7
(2014 RJ11),Apollo Asteroid,57800,1.3296,0.3189,2.0172,64.8955,336.2648,183.8414,0.9056,1.75,1.53,0.0066,5,27.3
(2014 RY11),Amor Asteroid,57800,2.2411,0.4533,22.9004,67.2003,324.0411,242.3433,1.2253,3.26,3.36,0.3771,14,20.5
(2014 RZ11),Amor Asteroid,57800,1.7427,0.2587,32.9335,128.4402,156.6163,54.8747,1.2918,2.19,2.3,0.3686,7,20.5
(2014 RA12),Apollo Asteroid,57800,1.3664,0.2752,8.0095,130.2496,149.9637,228.1991,0.9904,1.74,1.6,0.0385,5,24.4
(2014 RB12),Amor Asteroid,57800,1.4219,0.2731,6.5153,91.9679,172.7239,213.8227,1.0335,1.81,1.7,0.1113,10,22.7
(2014 RC12),Amor Asteroid,57800,2.3941,0.4637,7.4946,12.8025,14.1677,232.8475,1.284,3.5,3.7,0.2899,30,18.8
(2014 RH12),Apollo Asteroid,57800,2.1819,0.5355,7.2623,145.6185,200.3814,271.837,1.0135,3.35,3.22,0.0468,15,23.5
(2014 RL12),Apollo Asteroid,57800,2.7687,0.672,23.6238,114.8811,277.897,179.628,0.908,4.63,4.61,0.1301,64,17.9
(2014 RB13),Amor Asteroid,57800,2.219,0.4833,30.4823,159.523,224.1693,245.2109,1.1465,3.29,3.31,0.175,18,18.9
(2014 RC17),Amor Asteroid,57800,2.1456,0.4201,6.8733,133.5865,189.2401,287.9654,1.2443,3.05,3.14,0.2512,6,22.4
(2014 RD17),Apollo Asteroid,57800,2.3406,0.5758,4.5932,329.0951,341.5995,253.5317,0.9928,3.69,3.58,0.0159,6,24.2
(2014 RE17),Amor Asteroid,56902,1.5076,0.236,4.662,310.1966,25.7482,2.0608,1.1518,1.86,1.85,0.1566,2,23.59
(2014 RK17),Apollo Asteroid,57800,2.1407,0.5438,24.4916,305.4452,350.1443,297.3004,0.9765,3.3,3.13,0.1084,5,22.3
(2014 RQ17),Apollo Asteroid,57800,1.7662,0.4427,3.6704,42.7046,1.0089,350.5094,0.9843,2.55,2.35,0.025,38,22.3
(2014 RS17),Apollo Asteroid,57800,1.9377,0.7713,1.6319,274.373,322.1279,343.1102,0.4432,3.43,2.7,0.0053,12,23.2
(2014 RT17),Apollo Asteroid,56915,1.3216,0.6094,2.7456,250.4671,347.1384,39.5766,0.5162,2.13,1.52,0.0023,5,24.5
(2014 RW18),Apollo Asteroid,57800,1.6682,0.4014,7.7186,203.861,174.1604,34.1369,0.9985,2.34,2.15,0.0159,5,25.9
(2014 RW22),Amor Asteroid,57800,1.5771,0.3366,2.9498,4.8739,338.9272,82.691,1.0462,2.11,1.98,0.0388,27,24.1
(2014 RX22),Aten Asteroid,57800,0.8232,0.2821,20.0313,188.1151,350.0708,257.0247,0.591,1.06,0.75,0.045,3,26
(2014 RU30),Amor Asteroid,57800,2.2343,0.503,22.6547,309.0565,322.1536,284.9506,1.1104,3.36,3.34,0.2036,10,21.1
(2014 RX30),Amor Asteroid,57800,1.9478,0.4368,33.3833,254.8446,172.1734,281.3726,1.0971,2.8,2.72,0.3328,25,19.1
(2014 RO60),Amor Asteroid,56921,1.7125,0.3878,9.9689,24.5885,351.6036,352.3184,1.0485,2.38,2.24,0.0623,5,25.5
(2014 SC),Amor Asteroid,57800,2.4194,0.5782,3.0972,191.4084,178.422,226.6047,1.0204,3.82,3.76,0.0217,9,26.4
(2014 SE),Amor Asteroid,57800,1.2431,0.1721,20.0354,22.5371,351.1051,253.7124,1.0291,1.46,1.39,0.0356,4,25.3
(2014 SN),Amor Asteroid,57800,1.5487,0.2983,11.1806,216.7176,167.5171,74.4363,1.0868,2.01,1.93,0.1154,6,23.8
(2014 SG1),Apollo Asteroid,57800,1.3468,0.4083,15.6023,253.3809,177.291,161.3765,0.7969,1.9,1.56,0.0011,2,29.1
(2014 SL1),Amor Asteroid,57800,1.1327,0.0674,10.1529,46.5203,354.9176,320.0168,1.0563,1.21,1.21,0.0725,4,26
(2014 SM1),Aten Asteroid,57800,0.9179,0.258,7.3376,220.4115,354.3763,24.4992,0.6811,1.15,0.88,0.0284,4,25.6
(2014 SN1),Apollo Asteroid,57800,2.7684,0.6863,4.2707,291.3943,359.4714,199.6539,0.8684,4.67,4.61,0.0252,10,24.6
(2014 SQ1),Amor Asteroid,57800,2.4484,0.5731,4.8037,338.6527,351.8801,231.9985,1.0454,3.85,3.83,0.0449,17,23.7
(2014 SS1),Amor Asteroid (Hazard),57800,2.1237,0.5181,1.4786,341.5411,358.3534,284.926,1.0234,3.22,3.09,0.0176,37,21.7
(2014 ST1),Amor Asteroid,57800,2.5778,0.5946,3.509,173.1102,178.1468,210.9775,1.0451,4.11,4.14,0.0408,6,26
(2014 SU1),Apollo Asteroid,57800,1.2069,0.174,2.1754,338.0541,68.8016,258.4676,0.9969,1.42,1.33,0.0138,12,25.1
(2014 SR141),Amor Asteroid,57800,1.9812,0.4725,6.7001,313.0144,22.4572,320.3145,1.0451,2.92,2.79,0.0818,10,22.8
